taxonID,family,genericName,specificEpithet,taxonRank,infraspecificEpithet,scientificNameAuthorship,scientificName,kingdom
766,Saxifragaceae,Saxifraga,hirsuta,,,L.,Saxifraga hirsuta L.,Plantae
767,Saxifragaceae,Saxifraga,hirsuta,subsp.,hirsuta,L.,Saxifraga hirsuta L. subsp. hirsuta,Plantae
768,Saxifragaceae,Saxifraga,spathularis,,,Brot.,Saxifraga spathularis Brot.,Plantae
769,Saxifragaceae,Saxifraga,paniculata,,,Mill.,Saxifraga paniculata Mill.,Plantae
770,Saxifragaceae,Saxifraga,granulata,,,L.,Saxifraga granulata L.,Plantae
771,Saxifragaceae,Saxifraga,fragosoi,,,Sennen,Saxifraga fragosoi Sennen,Plantae
772,Saxifragaceae,Saxifraga,trifurcata,,,Schrad.,Saxifraga trifurcata Schrad.,Plantae
773,Saxifragaceae,Saxifraga,pentadactylis,,,Lapeyr.,Saxifraga pentadactylis Lapeyr.,Plantae
774,Saxifragaceae,Saxifraga,pentadactylis,subsp.,willkommiana, (Boiss. ex Willk.) Rivas Mart.,Saxifraga pentadactylis subsp. willkommiana (Boiss. ex Willk.) Rivas Mart.,Plantae
775,Saxifragaceae,Saxifraga,tridactylites,,,L.,Saxifraga tridactylites L.,Plantae
776,Saxifragaceae,Chrysosplenium,oppositifolium,,,L.,Chrysosplenium oppositifolium L.,Plantae
777,Saxifragaceae,Parnassia,palustris,,,L.,Parnassia palustris L.,Plantae
778,Rosaceae,Spiraea,hypericifolia,subsp.,obovata, (Waldst. & Kit. ex Willd.) H. Huber,Spiraea hypericifolia subsp. obovata (Waldst. & Kit. ex Willd.) H. Huber,Plantae
779,Rosaceae,Physocarpus,opulifolius,,,(L.) Maxim.,Physocarpus opulifolius (L.) Maxim.,Plantae
780,Rosaceae,Rubus,idaeus,,,L.,Rubus idaeus L.,Plantae
781,Rosaceae,Rubus,sampaioanus,,,Sudre ex Samp.,Rubus sampaioanus Sudre ex Samp.,Plantae
782,Rosaceae,Rubus,laciniatus,,,Willd.,Rubus laciniatus Willd.,Plantae
783,Rosaceae,Rubus,ulmifolius,,,Schott,Rubus ulmifolius Schott,Plantae
784,Rosaceae,Rubus,ulmifolius,var.,ulmifolius,Schott,Rubus ulmifolius Schott var. ulmifolius,Plantae
785,Rosaceae,Rubus,praecox,,,Bertol.,Rubus praecox Bertol.,Plantae
786,Rosaceae,Rubus,vigoi,,,"R. Roselló, Peris & Stübing","Rubus vigoi R. Roselló, Peris & Stübing",Plantae
787,Rosaceae,Rubus,castellarnaui,,,Pau,Rubus castellarnaui Pau,Plantae
788,Rosaceae,Rubus,vestitus,,,Weihe,Rubus vestitus Weihe,Plantae
789,Rosaceae,Rubus,galloecicus,,,Pau,Rubus galloecicus Pau,Plantae
790,Rosaceae,Rubus,vagabundus,,,Samp.,Rubus vagabundus Samp.,Plantae
791,Rosaceae,Rubus,henriquesii,,,Samp.,Rubus henriquesii Samp.,Plantae
792,Rosaceae,Rubus,peratticus,,,Samp.,Rubus peratticus Samp.,Plantae
793,Rosaceae,Rubus,lucensis,,,H.E. Weber & Monasterio-Huelin,Rubus lucensis H.E. Weber & Monasterio-Huelin,Plantae
794,Rosaceae,Rubus,castroviejoi,,,Monasterio-Huelin,Rubus castroviejoi Monasterio-Huelin,Plantae
795,Rosaceae,Rubus,cyclops,,,Monasterio-Huelin,Rubus cyclops Monasterio-Huelin,Plantae
796,Rosaceae,Rubus,urbionicus,,,Monasterio-Huelin,Rubus urbionicus Monasterio-Huelin,Plantae
797,Rosaceae,Rubus,lainzii,,,H.E. Weber,Rubus lainzii H.E. Weber,Plantae
798,Rosaceae,Rubus,caesius,,,L.,Rubus caesius L.,Plantae
799,Rosaceae,Filipendula,vulgaris,,,Moench,Filipendula vulgaris Moench,Plantae
800,Rosaceae,Filipendula,ulmaria,,,(L.) Maxim.,Filipendula ulmaria (L.) Maxim.,Plantae
801,Rosaceae,Geum,rivale,,,L.,Geum rivale L.,Plantae
802,Rosaceae,Geum,sylvaticum,,,Pourr.,Geum sylvaticum Pourr.,Plantae
803,Rosaceae,Geum,urbanum,,,L.,Geum urbanum L.,Plantae
804,Rosaceae,Geum,hispidum,,,Fr.,Geum hispidum Fr.,Plantae
805,Rosaceae,Fragaria,×,,,(Weston) Duchesne ex Rozier,Fragaria × ananassa (Weston) Duchesne ex Rozier,Plantae
806,Rosaceae,Fragaria,vesca,subsp.,vesca,L.,Fragaria vesca L. subsp. vesca,Plantae
807,Rosaceae,Duchesnea,indica,,,(Jacks.) Focke,Duchesnea indica (Jacks.) Focke,Plantae
808,Rosaceae,Potentilla,palustris,,,(L.) Scop.,Potentilla palustris (L.) Scop.,Plantae
809,Rosaceae,Potentilla,rupestris,,,L.,Potentilla rupestris L.,Plantae
810,Rosaceae,Potentilla,asturica,,,Rothm.,Potentilla asturica Rothm.,Plantae
811,Rosaceae,Potentilla,neumanniana,,,Rchb.,Potentilla neumanniana Rchb.,Plantae
812,Rosaceae,Potentilla,cinerea,,,Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Plantae
813,Rosaceae,Potentilla,erecta,,,(L.) Raeusch.,Potentilla erecta (L.) Raeusch.,Plantae
814,Rosaceae,Potentilla,reptans,,,L.,Potentilla reptans L.,Plantae
815,Rosaceae,Potentilla,montana,,,Brot.,Potentilla montana Brot.,Plantae
816,Rosaceae,Potentilla,sterilis,,,(L.) Garcke,Potentilla sterilis (L.) Garcke,Plantae
817,Rosaceae,Potentilla,micrantha,,,Ramond ex DC.,Potentilla micrantha Ramond ex DC.,Plantae
818,Rosaceae,Rosa,sempervirens,,,L.,Rosa sempervirens L.,Plantae
819,Rosaceae,Rosa,arvensis,,,Huds.,Rosa arvensis Huds.,Plantae
820,Rosaceae,Rosa,pimpinellifolia,,,L.,Rosa pimpinellifolia L.,Plantae
821,Rosaceae,Rosa,pimpinellifolia,var.,pimpinellifolia,L.,Rosa pimpinellifolia L. var. pimpinellifolia,Plantae
822,Rosaceae,Rosa,gallica,,,L.,Rosa gallica L.,Plantae
823,Rosaceae,Rosa,stylosa,,,Desv.,Rosa stylosa Desv.,Plantae
824,Rosaceae,Rosa,canina,,,L.,Rosa canina L.,Plantae
825,Rosaceae,Rosa,canina,,,L.,Rosa canina L.,Plantae
826,Rosaceae,Rosa,andegavensis,,,Bastard,Rosa andegavensis Bastard,Plantae
827,Rosaceae,Rosa,squarrosa,,,(A. Rau) Boreau,Rosa squarrosa (A. Rau) Boreau,Plantae
828,Rosaceae,Rosa,corymbifera,,,Borkh.,Rosa corymbifera Borkh.,Plantae
829,Rosaceae,Rosa,deseglisei,,,Boreau,Rosa deseglisei Boreau,Plantae
830,Rosaceae,Rosa,dumalis,,,Bechst.,Rosa dumalis Bechst.,Plantae
831,Rosaceae,Rosa,vosagiaca,,,N.H.F. Desp.,Rosa vosagiaca N.H.F. Desp.,Plantae
832,Rosaceae,Rosa,pouzinii,,,Tratt.,Rosa pouzinii Tratt.,Plantae
833,Rosaceae,Rosa,tomentosa,,,Sm.,Rosa tomentosa Sm.,Plantae
834,Rosaceae,Rosa,villosa,,,L.,Rosa villosa L.,Plantae
835,Rosaceae,Rosa,micrantha,,,Borrer ex Sm.,Rosa micrantha Borrer ex Sm.,Plantae
836,Rosaceae,Alchemilla,xanthochlora,,,Rothm.,Alchemilla xanthochlora Rothm.,Plantae
837,Rosaceae,Alchemilla,coriacea,,,Buser,Alchemilla coriacea Buser,Plantae
838,Rosaceae,Alchemilla,saxatilis,,,Buser,Alchemilla saxatilis Buser,Plantae
839,Rosaceae,Aphanes,cornucopioides,,,Lag.,Aphanes cornucopioides Lag.,Plantae
840,Rosaceae,Aphanes,arvensis,,,L.,Aphanes arvensis L.,Plantae
841,Rosaceae,Aphanes,australis,,,Rydb.,Aphanes australis Rydb.,Plantae
842,Rosaceae,Agrimonia,eupatoria,,,L.,Agrimonia eupatoria L.,Plantae
843,Rosaceae,Agrimonia,eupatoria,subsp.,eupatoria,L.,Agrimonia eupatoria L. subsp. eupatoria,Plantae
844,Rosaceae,Agrimonia,procera,,,Wallr.,Agrimonia procera Wallr.,Plantae
845,Rosaceae,Sanguisorba,officinalis,,,L.,Sanguisorba officinalis L.,Plantae
846,Rosaceae,Sanguisorba,minor,,,Scop.,Sanguisorba minor Scop.,Plantae
847,Rosaceae,Sanguisorba,minor,subsp.,minor,Scop.,Sanguisorba minor Scop. subsp. minor,Plantae
848,Rosaceae,Sanguisorba,minor,subsp.,balearica, (Bourg. ex Nyman) Muñoz Garm. & C. Navarro,Sanguisorba minor subsp. balearica (Bourg. ex Nyman) Muñoz Garm. & C. Navarro,Plantae
849,Rosaceae,Sanguisorba,verrucosa,,,"(Link ex G. Don) Ces., Stirp. Ital. Rar. 2,","Sanguisorba verrucosa (Link ex G. Don) Ces., Stirp. Ital. Rar. 2,",Plantae
850,Rosaceae,Crataegus,monogyna,,,Jacq.,Crataegus monogyna Jacq.,Plantae
851,Rosaceae,Sorbus,domestica,,,L.,Sorbus domestica L.,Plantae
852,Rosaceae,Sorbus,aucuparia,,,L.,Sorbus aucuparia L.,Plantae
853,Rosaceae,Sorbus,aria,,,(L.) Crantz,Sorbus aria (L.) Crantz,Plantae
854,Rosaceae,Sorbus,torminalis,,,(L.) Crantz,Sorbus torminalis (L.) Crantz,Plantae
855,Rosaceae,Amelanchier,ovalis,,,Medik.,Amelanchier ovalis Medik.,Plantae
856,Rosaceae,Pyrus,cordata,,,Desv.,Pyrus cordata Desv.,Plantae
857,Rosaceae,Malus,sylvestris,,,(L.) Mill.,Malus sylvestris (L.) Mill.,Plantae
858,Rosaceae,Malus,domestica,,,(Borkh.) Borkh.,Malus domestica (Borkh.) Borkh.,Plantae
859,Rosaceae,Prunus,spinosa,,,L.,Prunus spinosa L.,Plantae
860,Rosaceae,Prunus,insititia,,,L.,Prunus insititia L.,Plantae
861,Rosaceae,Prunus,dulcis,,,(Mill.) D.A. Webb,Prunus dulcis (Mill.) D.A. Webb,Plantae
862,Rosaceae,Prunus,cerasus,,,L.,Prunus cerasus L.,Plantae
863,Rosaceae,Prunus,avium,,,L.,Prunus avium L.,Plantae
864,Rosaceae,Prunus,mahaleb,,,L.,Prunus mahaleb L.,Plantae
865,Rosaceae,Prunus,padus,subsp.,padus,L.,Prunus padus L. subsp. padus,Plantae
866,Rosaceae,Prunus,lusitanica,subsp.,lusitanica,L.,Prunus lusitanica L. subsp. lusitanica,Plantae
867,Rosaceae,Prunus,laurocerasus,,,L.,Prunus laurocerasus L.,Plantae
868,Leguminosae,Acacia,melanoxylon,,,R. Br.,Acacia melanoxylon R. Br.,Plantae
869,Leguminosae,Acacia,longifolia,,,(Andrews) Willd.,Acacia longifolia (Andrews) Willd.,Plantae
870,Leguminosae,Acacia,decurrens,,,(J.C. Wendl.) Willd.,Acacia decurrens (J.C. Wendl.) Willd.,Plantae
871,Leguminosae,Acacia,dealbata,,,Link,Acacia dealbata Link,Plantae
872,Leguminosae,Acacia,baileyana,,,F. Muell.,Acacia baileyana F. Muell.,Plantae
873,Leguminosae,Acacia,retinodes,,,Schltdl.,Acacia retinodes Schltdl.,Plantae
874,Leguminosae,Acacia,retinodes,var.,retinodes,Schltdl.,Acacia retinodes Schltdl. var. retinodes,Plantae
875,Leguminosae,Acacia,pycnantha,,,Benth.,Acacia pycnantha Benth.,Plantae
876,Leguminosae,Genista,carpetana,,,Lange,Genista carpetana Lange,Plantae
877,Leguminosae,Genista,hystrix,,,Lange,Genista hystrix Lange,Plantae
878,Leguminosae,Genista,florida,,,L.,Genista florida L.,Plantae
879,Leguminosae,Genista,obtusiramea,,,J. Gay ex Spach,Genista obtusiramea J. Gay ex Spach,Plantae
880,Leguminosae,Genista,sanabrensis,,,"Valdés Berm., Castrov. & Casaseca","Genista sanabrensis Valdés Berm., Castrov. & Casaseca",Plantae
881,Leguminosae,Genista,anglica,,,L.,Genista anglica L.,Plantae
882,Leguminosae,Genista,ancistrocarpa,,,Spach,Genista ancistrocarpa Spach,Plantae
883,Leguminosae,Genista,falcata,,,Brot.,Genista falcata Brot.,Plantae
884,Leguminosae,Genista,berberidea,,,Lange,Genista berberidea Lange,Plantae
885,Leguminosae,Genista,micrantha,,,Gómez Ortega,Genista micrantha Gómez Ortega,Plantae
886,Leguminosae,Genista,triacanthos,,,Brot.,Genista triacanthos Brot.,Plantae
887,Leguminosae,Echinospartum,ibericum,,,"Rivas Mart., Sánchez-Mata & Sancho","Echinospartum ibericum Rivas Mart., Sánchez-Mata & Sancho",Plantae
888,Leguminosae,Pterospartum,tridentatum,,,(L.) Willk.,Pterospartum tridentatum (L.) Willk.,Plantae
889,Leguminosae,Pterospartum,tridentatum,subsp.,tridentatum,(L.) Willk.,Pterospartum tridentatum (L.) Willk. subsp. tridentatum,Plantae
890,Leguminosae,Pterospartum,tridentatum,subsp.,cantabricum, (Spach) Talavera & P.E. Gibbs,Pterospartum tridentatum subsp. cantabricum (Spach) Talavera & P.E. Gibbs,Plantae
891,Leguminosae,Cytisus,scoparius,,,(L.) Link,Cytisus scoparius (L.) Link,Plantae
892,Leguminosae,Cytisus,scoparius,subsp.,scoparius,(L.) Link,Cytisus scoparius (L.) Link subsp. scoparius,Plantae
893,Leguminosae,Cytisus,grandiflorus,,,(Brot.) DC.,Cytisus grandiflorus (Brot.) DC.,Plantae
894,Leguminosae,Cytisus,grandiflorus,subsp.,grandiflorus,(Brot.) DC.,Cytisus grandiflorus (Brot.) DC. subsp. grandiflorus,Plantae
895,Leguminosae,Cytisus,striatus,,,(Hill) Rothm.,Cytisus striatus (Hill) Rothm.,Plantae
896,Leguminosae,Cytisus,multiflorus,,,(L’Hér.) Sweet,Cytisus multiflorus (L’Hér.) Sweet,Plantae
897,Leguminosae,Cytisus,oromediterraneus,,,Rivas Mart. & al.,Cytisus oromediterraneus Rivas Mart. & al.,Plantae
898,Leguminosae,Cytisus,commutatus,,,(Willk.) Briq.,Cytisus commutatus (Willk.) Briq.,Plantae
899,Leguminosae,Adenocarpus,complicatus,,,(L.) J. Gay,Adenocarpus complicatus (L.) J. Gay,Plantae
900,Leguminosae,Adenocarpus,lainzii,,,(Castrov.) Castrov.,Adenocarpus lainzii (Castrov.) Castrov.,Plantae
901,Leguminosae,Spartium,junceum,,,L.,Spartium junceum L.,Plantae
902,Leguminosae,Ulex,europaeus,,,L.,Ulex europaeus L.,Plantae
903,Leguminosae,Ulex,europaeus,subsp.,europaeus,L.,Ulex europaeus L. subsp. europaeus,Plantae
904,Leguminosae,Ulex,europaeus,subsp.,latebracteatus, (Mariz) Rothm.,Ulex europaeus subsp. latebracteatus (Mariz) Rothm.,Plantae
905,Leguminosae,Ulex,gallii,,,Planch.,Ulex gallii Planch.,Plantae
906,Leguminosae,Ulex,gallii,subsp.,gallii,Planch.,Ulex gallii Planch. subsp. gallii,Plantae
907,Leguminosae,Ulex,gallii,subsp.,breoganii, (Castrov. & Valdés Berm.) Rivas Mart. & al.,Ulex gallii subsp. breoganii (Castrov. & Valdés Berm.) Rivas Mart. & al.,Plantae
908,Leguminosae,Ulex,minor,,,Roth,Ulex minor Roth,Plantae
909,Leguminosae,Ulex,micranthus,,,Lange,Ulex micranthus Lange,Plantae
910,Leguminosae,Lupinus,luteus,,,L.,Lupinus luteus L.,Plantae
911,Leguminosae,Lupinus,gredensis,,,Gand.,Lupinus gredensis Gand.,Plantae
912,Leguminosae,Lupinus,angustifolius,,,L.,Lupinus angustifolius L.,Plantae
913,Leguminosae,Galega,officinalis,,,L.,Galega officinalis L.,Plantae
914,Leguminosae,Astragalus,pelecinus,subsp.,pelecinus,(L.) Barneby,Astragalus pelecinus (L.) Barneby subsp. pelecinus,Plantae
915,Leguminosae,Astragalus,sesameus,,,L.,Astragalus sesameus L.,Plantae
916,Leguminosae,Astragalus,glycyphyllos,,,L.,Astragalus glycyphyllos L.,Plantae
917,Leguminosae,Vicia,sativa,,,L.,Vicia sativa L.,Plantae
918,Leguminosae,Vicia,sativa,subsp.,sativa,L.,Vicia sativa L. subsp. sativa,Plantae
919,Leguminosae,Vicia,cordata,,,Hoppe,Vicia cordata Hoppe,Plantae
920,Leguminosae,Vicia,angustifolia,,,L.,Vicia angustifolia L.,Plantae
921,Leguminosae,Vicia,lathyroides,,,L.,Vicia lathyroides L.,Plantae
922,Leguminosae,Vicia,lutea,,,L.,Vicia lutea L.,Plantae
923,Leguminosae,Vicia,lutea,subsp.,lutea,L.,Vicia lutea L. subsp. lutea,Plantae
924,Leguminosae,Vicia,lutea,var.,lutea,L.,Vicia lutea L. var. lutea,Plantae
925,Leguminosae,Vicia,lutea,var.,hirta, (Balb. ex Lam. & DC.) Loisel.,Vicia lutea var. hirta (Balb. ex Lam. & DC.) Loisel.,Plantae
926,Leguminosae,Vicia,peregrina,,,L.,Vicia peregrina L.,Plantae
927,Leguminosae,Vicia,sepium,,,L.,Vicia sepium L.,Plantae
928,Leguminosae,Vicia,faba,,,L.,Vicia faba L.,Plantae
929,Leguminosae,Vicia,narbonensis,,,L.,Vicia narbonensis L.,Plantae
930,Leguminosae,Vicia,bithynica,,,(L.) L.,Vicia bithynica (L.) L.,Plantae
931,Leguminosae,Vicia,orobus,,,DC.,Vicia orobus DC.,Plantae
932,Leguminosae,Vicia,cracca,,,L.,Vicia cracca L.,Plantae
933,Leguminosae,Vicia,incana,,,Gouan,Vicia incana Gouan,Plantae
934,Leguminosae,Vicia,tenuifolia,,,Roth,Vicia tenuifolia Roth,Plantae
935,Leguminosae,Vicia,dasycarpa,,,Ten.,Vicia dasycarpa Ten.,Plantae
936,Leguminosae,Vicia,pseudocracca,,,Bertol.,Vicia pseudocracca Bertol.,Plantae
937,Leguminosae,Vicia,pseudocracca,var.,pseudocracca,Bertol.,Vicia pseudocracca Bertol. var. pseudocracca,Plantae
938,Leguminosae,Vicia,benghalensis,,,L.,Vicia benghalensis L.,Plantae
939,Leguminosae,Vicia,benghalensis,var.,benghalensis,L.,Vicia benghalensis L. var. benghalensis,Plantae
940,Leguminosae,Vicia,benghalensis,var.,perennis, (DC.) Pau,Vicia benghalensis var. perennis (DC.) Pau,Plantae
941,Leguminosae,Vicia,disperma,,,DC.,Vicia disperma DC.,Plantae
942,Leguminosae,Vicia,tetrasperma,,,(L.) Schreb.,Vicia tetrasperma (L.) Schreb.,Plantae
943,Leguminosae,Vicia,pubescens,,,(DC.) Link,Vicia pubescens (DC.) Link,Plantae
944,Leguminosae,Vicia,parviflora,,,Cav.,Vicia parviflora Cav.,Plantae
945,Leguminosae,Vicia,hirsuta,,,(L.) Gray,Vicia hirsuta (L.) Gray,Plantae
946,Leguminosae,Vicia,articulata,,,Hornem.,Vicia articulata Hornem.,Plantae
947,Leguminosae,Lens,nigricans,,,(M. Bieb.) Godr.,Lens nigricans (M. Bieb.) Godr.,Plantae
948,Leguminosae,Lathyrus,cicera,,,L.,Lathyrus cicera L.,Plantae
949,Leguminosae,Lathyrus,hirsutus,,,L.,Lathyrus hirsutus L.,Plantae
950,Leguminosae,Lathyrus,odoratus,,,L.,Lathyrus odoratus L.,Plantae
951,Leguminosae,Lathyrus,sylvestris,,,L.,Lathyrus sylvestris L.,Plantae
952,Leguminosae,Lathyrus,latifolius,,,L.,Lathyrus latifolius L.,Plantae
953,Leguminosae,Lathyrus,niger,,,(L.) Bernh.,Lathyrus niger (L.) Bernh.,Plantae
954,Leguminosae,Lathyrus,linifolius,,,(Reichard) Bässler,Lathyrus linifolius (Reichard) Bässler,Plantae
955,Leguminosae,Lathyrus,sphaericus,,,Retz.,Lathyrus sphaericus Retz.,Plantae
956,Leguminosae,Lathyrus,angulatus,,,L.,Lathyrus angulatus L.,Plantae
957,Leguminosae,Lathyrus,setifolius,,,L.,Lathyrus setifolius L.,Plantae
958,Leguminosae,Lathyrus,nissolia,,,L.,Lathyrus nissolia L.,Plantae
959,Leguminosae,Lathyrus,clymenum,,,L.,Lathyrus clymenum L.,Plantae
960,Leguminosae,Lathyrus,pratensis,,,L.,Lathyrus pratensis L.,Plantae
961,Leguminosae,Lathyrus,aphaca,,,L.,Lathyrus aphaca L.,Plantae
962,Leguminosae,Ononis,spinosa,,,L.,Ononis spinosa L.,Plantae
963,Leguminosae,Ononis,spinosa,subsp.,spinosa,L.,Ononis spinosa L. subsp. spinosa,Plantae
964,Leguminosae,Ononis,spinosa,subsp.,australis, (Širj.) Greuter & Burdet,Ononis spinosa subsp. australis (Širj.) Greuter & Burdet,Plantae
965,Leguminosae,Ononis,pusilla,,,L.,Ononis pusilla L.,Plantae
966,Leguminosae,Ononis,pusilla,subsp.,pusilla,L.,Ononis pusilla L. subsp. pusilla,Plantae
967,Leguminosae,Ononis,pusilla,var.,pusilla,L.,Ononis pusilla L. var. pusilla,Plantae
968,Leguminosae,Ononis,diffusa,,,Ten.,Ononis diffusa Ten.,Plantae
969,Leguminosae,Ononis,reclinata,,,L.,Ononis reclinata L.,Plantae
970,Leguminosae,Ononis,reclinata,subsp.,reclinata,L.,Ononis reclinata L. subsp. reclinata,Plantae
971,Leguminosae,Ononis,dentata,,,Sol. ex Lowe,Ononis dentata Sol. ex Lowe,Plantae
972,Leguminosae,Trifolium,pratense,,,L.,Trifolium pratense L.,Plantae
973,Leguminosae,Trifolium,pratense,subsp.,pratense,L.,Trifolium pratense L. subsp. pratense,Plantae
974,Leguminosae,Trifolium,pratense,var.,maritimum, Zabel,Trifolium pratense var. maritimum Zabel,Plantae
975,Leguminosae,Trifolium,diffusum,,,Ehrh.,Trifolium diffusum Ehrh.,Plantae
976,Leguminosae,Trifolium,medium,subsp.,medium,L.,Trifolium medium L. subsp. medium,Plantae
977,Leguminosae,Trifolium,ochroleucon,,,Huds.,Trifolium ochroleucon Huds.,Plantae
978,Leguminosae,Trifolium,stellatum,,,L.,Trifolium stellatum L.,Plantae
979,Leguminosae,Trifolium,incarnatum,,,L.,Trifolium incarnatum L.,Plantae
980,Leguminosae,Trifolium,incarnatum,var.,incarnatum,L.,Trifolium incarnatum L. var. incarnatum,Plantae
981,Leguminosae,Trifolium,incarnatum,var.,molinerii, (Balb. ex Hornem.) Ser.,Trifolium incarnatum var. molinerii (Balb. ex Hornem.) Ser.,Plantae
982,Leguminosae,Trifolium,striatum,,,L.,Trifolium striatum L.,Plantae
983,Leguminosae,Trifolium,striatum,subsp.,brevidens, (Lange) Muñoz Rodr.,Trifolium striatum subsp. brevidens (Lange) Muñoz Rodr.,Plantae
984,Leguminosae,Trifolium,bocconei,,,Savi,Trifolium bocconei Savi,Plantae
985,Leguminosae,Trifolium,scabrum,,,L.,Trifolium scabrum L.,Plantae
986,Leguminosae,Trifolium,ligusticum,,,Balb. ex Loisel.,Trifolium ligusticum Balb. ex Loisel.,Plantae
987,Leguminosae,Trifolium,cherleri,,,L.,Trifolium cherleri L.,Plantae
988,Leguminosae,Trifolium,lappaceum,,,L.,Trifolium lappaceum L.,Plantae
989,Leguminosae,Trifolium,arvense,,,L.,Trifolium arvense L.,Plantae
990,Leguminosae,Trifolium,arvense,var.,arvense,L.,Trifolium arvense L. var. arvense,Plantae
991,Leguminosae,Trifolium,angustifolium,,,L.,Trifolium angustifolium L.,Plantae
992,Leguminosae,Trifolium,squamosum,,,L.,Trifolium squamosum L.,Plantae
993,Leguminosae,Trifolium,subterraneum,,,L.,Trifolium subterraneum L.,Plantae
994,Leguminosae,Trifolium,subterraneum,subsp.,subterraneum,L.,Trifolium subterraneum L. subsp. subterraneum,Plantae
995,Leguminosae,Trifolium,subterraneum,subsp.,oxaloides, Nyman,Trifolium subterraneum subsp. oxaloides Nyman,Plantae
996,Leguminosae,Trifolium,campestre,,,Schreb.,Trifolium campestre Schreb.,Plantae
997,Leguminosae,Trifolium,patens,,,Schreb.,Trifolium patens Schreb.,Plantae
998,Leguminosae,Trifolium,dubium,,,Sibth.,Trifolium dubium Sibth.,Plantae
999,Leguminosae,Trifolium,micranthum,,,Viv.,Trifolium micranthum Viv.,Plantae
1000,Leguminosae,Trifolium,fragiferum,,,L.,Trifolium fragiferum L.,Plantae
1001,Leguminosae,Trifolium,resupinatum,,,L.,Trifolium resupinatum L.,Plantae
1002,Leguminosae,Trifolium,tomentosum,,,L.,Trifolium tomentosum L.,Plantae
1003,Leguminosae,Trifolium,strictum,,,L.,Trifolium strictum L.,Plantae
1004,Leguminosae,Trifolium,ornithopodioides,,,L.,Trifolium ornithopodioides L.,Plantae
1005,Leguminosae,Trifolium,alpinum,,,L.,Trifolium alpinum L.,Plantae
1006,Leguminosae,Trifolium,occidentale,,,Coombe,Trifolium occidentale Coombe,Plantae
1007,Leguminosae,Trifolium,repens,,,L.,Trifolium repens L.,Plantae
1008,Leguminosae,Trifolium,repens,var.,nevadense, (Boiss.) C. Vicioso,Trifolium repens var. nevadense (Boiss.) C. Vicioso,Plantae
1009,Leguminosae,Trifolium,cernuum,,,Brot.,Trifolium cernuum Brot.,Plantae
1010,Leguminosae,Trifolium,glomeratum,,,L.,Trifolium glomeratum L.,Plantae
1011,Leguminosae,Trifolium,suffocatum,,,L.,Trifolium suffocatum L.,Plantae
1012,Leguminosae,Melilotus,albus,,,Medik.,Melilotus albus Medik.,Plantae
1013,Leguminosae,Melilotus,officinalis,,,(L.) Pall.,Melilotus officinalis (L.) Pall.,Plantae
1014,Leguminosae,Melilotus,indicus,,,(L.) All.,Melilotus indicus (L.) All.,Plantae
1015,Leguminosae,Melilotus,italicus,,,(L.) Lam.,Melilotus italicus (L.) Lam.,Plantae
1016,Leguminosae,Melilotus,segetalis,,,(Brot.) Ser.,Melilotus segetalis (Brot.) Ser.,Plantae
1017,Leguminosae,Melilotus,spicatus,,,(Sm.) Breistr.,Melilotus spicatus (Sm.) Breistr.,Plantae
1018,Leguminosae,Trigonella,monspeliaca,,,L.,Trigonella monspeliaca L.,Plantae
1019,Leguminosae,Medicago,orbicularis,,,(L.) Bartal.,Medicago orbicularis (L.) Bartal.,Plantae
1020,Leguminosae,Medicago,lupulina,,,L.,Medicago lupulina L.,Plantae
1021,Leguminosae,Medicago,sativa,,,L.,Medicago sativa L.,Plantae
1022,Leguminosae,Medicago,falcata,,,L.,Medicago falcata L.,Plantae
1023,Leguminosae,Medicago,marina,,,L.,Medicago marina L.,Plantae
1024,Leguminosae,Medicago,minima,,,(L.) L.,Medicago minima (L.) L.,Plantae
1025,Leguminosae,Medicago,polymorpha,,,L.,Medicago polymorpha L.,Plantae
1026,Leguminosae,Medicago,arabica,,,(L.) Huds.,Medicago arabica (L.) Huds.,Plantae
1027,Leguminosae,Medicago,italica,,,(Mill.) Fiori,Medicago italica (Mill.) Fiori,Plantae
1028,Leguminosae,Medicago,littoralis,,,Rohde ex Loisel.,Medicago littoralis Rohde ex Loisel.,Plantae
1029,Leguminosae,Medicago,rigidula,,,(L.) All.,Medicago rigidula (L.) All.,Plantae
1030,Leguminosae,Medicago,doliata,,,Carmign.,Medicago doliata Carmign.,Plantae
1031,Leguminosae,Lotus,corniculatus,,,L.,Lotus corniculatus L.,Plantae
1032,Leguminosae,Lotus,corniculatus,subsp.,corniculatus,L.,Lotus corniculatus L. subsp. corniculatus,Plantae
1033,Leguminosae,Lotus,corniculatus,subsp.,carpetanus, (Lacaita) Rivas Mart.,Lotus corniculatus subsp. carpetanus (Lacaita) Rivas Mart.,Plantae
1034,Leguminosae,Lotus,glaber,,,Mill.,Lotus glaber Mill.,Plantae
1035,Leguminosae,Lotus,pedunculatus,,,Cav.,Lotus pedunculatus Cav.,Plantae
1036,Leguminosae,Lotus,angustissimus,,,L.,Lotus angustissimus L.,Plantae
1037,Leguminosae,Lotus,castellanus,,,Boiss. & Reut.,Lotus castellanus Boiss. & Reut.,Plantae
1038,Leguminosae,Lotus,hispidus,,,Desf. ex DC.,Lotus hispidus Desf. ex DC.,Plantae
